"Accident_Number","Event_Date","Location","Country","Latitude","Longitude","Airport_Code","Airport_Name","Injury_Severity","Aircraft_Damage","Registration_Number","Make","Model","Schedule","Air_Carrier","Total_Fatal_Injuries","Total_Serious_Injuries","Total_Uninjured","Weather_Condition","Broad_Phase_of_Flight"
"DCA12WA121","7/18/12","La Serena, Chile","Chile","","","SCSE","La Florida Airport","Non-Fatal","Substantial","","Boeing","737","SCHD","","0","0","120","",""
"DCA12WA104","7/5/12","Frankfurt, Germany","Germany","","","","","Non-Fatal","","","Boeing","737","SCHD","","0","1","85","",""
"DCA12WA099","6/20/12","Taoyuan, Taiwan","Taiwan","","","","","Incident","","","Boeing","737","SCHD","","0","0","","","LANDING"
"DCA12WA093","6/1/12","Pontianak, Indonesia","Indonesia","","","","","Non-Fatal","Substantial","","Boeing","737","SCHD","","0","0","173","","LANDING"
"DCA12WA085","5/19/12","Riga, Latvia","Latvia","","","","","Incident","","","Boeing","737","SCHD","","0","0","","",""
"DCA12WA070","5/8/12","Gothenburg, Sweden","Sweden","","","","","Unavailable","","","Boeing","737","SCHD","","0","0","","",""
"DCA12WA161","4/22/12","Karachi, Pakistan","Pakistan","","","","","Incident","Minor","","Boeing","737","SCHD","","0","0","171","",""
"DCA12RA065","4/20/12","Islamabad, Pakistan","Pakistan","","","ISB","Islamabad Benazir Bhutto Int'l","Fatal(127)","Destroyed","","Boeing","737","SCHD","","127","0","","",""
"DCA12WA061","4/4/12","Umea, Sweden","Sweden","","","","","Incident","","","Boeing","737","SCHD","","0","0","122","",""
"DCA12WA060","4/4/12","Lugano, Switzerland","Switzerland","","","","","Incident","","","Boeing","737","SCHD","","0","0","127","",""
"DCA12WA039","2/11/12","London, United Kingdom","United Kingdom","","","EGKK","Gatwick","Incident","","","Boeing","737","SCHD","","0","0","","","CLIMB"
"DCA12WA036","2/7/12","London, United Kingdom","United Kingdom","","","","","Incident","","","Boeing","737","SCHD","","0","0","131","",""
"DCA12WA034","2/6/12","Brussels, Belgium","Belgium","","","","","Incident","Minor","","Boeing","737","SCHD","","0","0","175","",""
"DCA12WA025","1/9/12","Fort Nelson, Canada","Canada","","","","","Incident","Minor","","Boeing","737","SCHD","","0","0","118","","LANDING"
"DCA12WA022","12/20/11","Yogyakarta, Indonesia","Indonesia","","","WIII","Yogyakarta","Non-Fatal","Substantial","","Boeing","737","SCHD","","0","0","2","","LANDING"
"DCA12WA018","12/4/11","Seoul, Korea, Republic Of","Korea, Republic Of","","","","","Incident","Minor","","Boeing","737","SCHD","","0","0","","","TAKEOFF"
"ENG12RA028","10/10/11","Antalya, Turkey","Turkey","","","LTAI","Antalya, Turkey","Incident","Minor","","Boeing","737","NSCH","","0","0","","",""
"DCA11WA109","9/10/11","Phuket, Thailand","Thailand","","","","","Incident","Minor","","Boeing","737","SCHD","","0","0","136","",""
"DCA11WA105","9/6/11","Hamamatsu City, Japan","Japan","","","","","Incident","","","Boeing","737","SCHD","","0","0","115","",""
"DCA11RA097","8/20/11","Resolute, Canada","Canada","74.718889","-94.918611","","","Unavailable","Destroyed","","Boeing","737","NSCH","","0","0","","",""
"DCA11RA092","7/30/11","Georgetown, Guyana","Guyana","","","SYCJ","Georgetown","Non-Fatal","Substantial","","Boeing","737","SCHD","","0","1","161","",""
"DCA11WA088","7/26/11","PEMIR, Latvia","Latvia","","","","","Incident","","","Boeing","737","SCHD","","0","0","144","",""
"ENG11WA040","7/21/11","Palma de Mallorca Airport, Spain","Spain","","","","","Incident","","","Boeing","737","SCHD","","0","0","","",""
"DCA11WA096","7/11/11","Stockholm, Sweden","Sweden","","","","Stockholm","Non-Fatal","","","Boeing","737","SCHD","","0","1","","","STANDING"
"DCA11WA064","5/26/11","Brussels, Belgium","Belgium","","","EBBR","Brussels","Non-Fatal","Substantial","","Boeing","737","SCHD","","0","0","5","","LANDING"
"DCA11WA117","5/21/11","Dublin, Ireland","Ireland","","","EIDW","Dublin","Incident","","","Boeing","737","SCHD","","0","0","2","","TAKEOFF"
"DCA11WA058","5/14/11","Cuenca, Ecuador","Ecuador","","","","","Incident","Minor","","Boeing","737","","","0","0","","",""
"DCA11WA051","4/25/11","Stockholm, Sweden","Sweden","","","ESKN","Stockholm-Skavsta","Incident","","","Boeing","737","SCHD","","0","0","","",""
"OPS11IA499A","4/18/11","Camp Springs, MD","United States","","","ADW","Andrews Air Force Base","Incident","","","Boeing","737","","","0","0","","VMC","APPROACH"
"DCA11WA104","3/13/11","Toronto, Canada","Canada","","","YYZ","Lester Pearson International","Incident","","","Boeing","737","SCHD","","0","0","","",""
"ENG11WA049","2/21/11","Casablanca, Morocco, Morocco","Morocco","","","CMMN","Casablanca, Morocco","Incident","","","Boeing","737","SCHD","","0","0","110","",""
"DCA11WA029","2/15/11","Pekanbaru, Indonesia","Indonesia","","","WIBB","Pekanbaru","Incident","Minor","","Boeing","737","SCHD","","0","0","226","",""
"DCA11WA028","2/14/11","Pekanbaru, Indonesia","Indonesia","","","WIBB","Pekanbaru","Incident","Minor","","Boeing","737","SCHD","","0","0","216","",""
"ENG11WA041","1/14/11","Vilnius, Lithuania","Lithuania","","","VNO","Vilnius","Incident","","","Boeing","737","SCHD","","0","0","","",""
"DCA11WA018","12/13/10","Rio De Janiero, Brazil","Brazil","","","SBGL","Rio De Janeiro","Incident","","","Boeing","737","SCHD","","0","0","132","",""
"DCA11WA007","11/4/10","Puerto Vallerta, Mexico","Mexico","","","PVR","Licenciado Gustavo Dí_az Ordaz","Incident","Minor","","Boeing","737","NSCH","","0","0","","",""
"DCA11WA001","10/2/10","Amsterdam, Netherlands","Netherlands","","","EHAM","Schiphol International Airport","Incident","","","Boeing","737","SCHD","","0","0","173","",""
"DCA10WA099","9/20/10","Budapest, Hungary","Hungary","","","LHBP","Budapest Ferihegy Airport","Incident","","","Boeing","737","SCHD","","0","0","6","",""
"DCA10WA091","8/23/10","London, United Kingdom","United Kingdom","","","EGLL","London-Heathrow Airport","Non-Fatal","","","Boeing","737","SCHD","","0","1","","",""
"DCA10WA097","8/20/10","Venice, Italy","Italy","","","LIPZ","Venice - Marco Polo Airport","Incident","","","Boeing","737","SCHD","","0","0","6","",""
"DCA10RA085","8/16/10","San Andres Island, Colombia","Colombia","","","SKSP","San Andreas Island","Fatal(1)","Substantial","","Boeing","737","SCHD","","1","17","42","",""
"DCA10WA100","7/23/10","Milan, Italy","Italy","","","LIML","Milan - Linate Airport","Incident","","","Boeing","737","SCHD","","0","0","6","",""
"DCA10WA086","7/22/10","Taipei, Taiwan","Taiwan","","","","Taoyuan International","Incident","Minor","","Boeing","737","SCHD","","0","0","96","",""
"DCA10WA074","6/7/10","Girona, Spain","Spain","","","GRO","Girona-Costa Brava Airport","Non-Fatal","","","Boeing","737","SCHD","","0","1","167","",""
"DCA10WA071","6/6/10","Amsterdam Schiphol IAP, Netherlands","Netherlands","","","EHAM","Amsterdam Schiphol IAP","Incident","Minor","","Boeing","737","SCHD","","0","0","162","",""
"DCA10RA063","5/22/10","Manglaore, India","India","","","","","Fatal(158)","Destroyed","","Boeing","737","SCHD","","158","7","1","",""
"DCA10WA060","5/8/10","Vienna, Austria","Austria","","","","Vienna","Incident","","","Boeing","737","SCHD","","0","0","","",""
"DCA10WA051","4/13/10","Manokwari, Indonesia","Indonesia","","","","Rendani, Manokwari","Unavailable","Substantial","","Boeing","737","SCHD","","0","0","","IMC",""
"OPS10IA014A","3/25/10","Worton, MD","United States","39.25","-76.1","","","Incident","","","Boeing","737","SCHD","","0","0","","","DESCENT"
"DCA12WA015","3/1/10","Brussels, Belgium","Belgium","","","","","Incident","Minor","","Boeing","737","SCHD","","0","0","146","",""
"DCA10WA035","2/13/10","SURABAYA, Indonesia","Indonesia","","","","Juanda Airport","Incident","Minor","","Boeing","737","SCHD","","0","0","125","",""
"DCA10WA037","2/8/10","Peshawar, Pakistan","Pakistan","","","","","Incident","Minor","","Boeing","737","SCHD","","0","0","","",""
"DCA10RA023","1/25/10","Beirut, Lebanon","Lebanon","39.821111","35.488333","OLBA","Rafic Hariri International","Fatal(90)","Destroyed","","Boeing","737","SCHD","","90","0","","IMC",""
"DCA10WA026","1/19/10","Padang, Indonesia","Indonesia","","","","Minangkabau Airport","Incident","Substantial","","Boeing","737","SCHD","","0","0","209","",""
"DCA10WA019","1/4/10","Hahn, Germany","Germany","","","","Hahn, Germany","Incident","Minor","","Boeing","737","SCHD","","0","0","148","",""
"DCA10WA020","1/3/10","Dortmund, Germany","Germany","","","EDLW","Dortmund","Incident","","","Boeing","737","SCHD","","0","0","","",""
"DCA10RA017","12/22/09","Kingston, Jamaica","Jamaica","17.935555","-76.7875","MKJP","Norman Manley International","Non-Fatal","Substantial","N977AN","Boeing","737","SCHD","","0","0","139","IMC",""
"ENG10WA005","10/30/09","Jakarta, Indonesia","Indonesia","","","WIII","Soekarno-Hatta Airport","Incident","Minor","","Boeing","737","SCHD","","0","0","56","",""
"DCA10WA005","10/22/09","Budapest, Hungary","Hungary","","","LHSM","Budapest International Airport","Incident","","","Boeing","737","SCHD","","0","0","6","",""
"ENG10WA004","10/19/09","Melbourne Airport, Australia","Australia","","","MEL","Melbourne Airport","Incident","Minor","","Boeing","737","SCHD","","0","0","","",""
"DCA10WA003","10/19/09","Manchester, United Kingdom","United Kingdom","","","RGCC","Manchester Airport","Incident","","","Boeing","737","SCHD","","0","0","102","",""
"ENG09RA019","10/2/09","Kuching, Malaysia","Malaysia","","","WBGG","Kuching International Airport","Incident","Minor","","Boeing","737","SCHD","","0","0","149","",""
"ENG10WA002","9/29/09","Birgi, Trapani, Sicily, Italy, Italy","Italy","","","LICT","Trapani Birgi","Incident","Minor","","Boeing","737","SCHD","","0","0","171","",""
"DCA10WA002","9/24/09","Bologna, Italy","Italy","","","LIPE","Bologna Airport","Incident","","","Boeing","737","NSCH","","0","0","2","",""
"ENG09WA012","8/21/09","Launceton, Tasmania, Australia","Australia","","","","","Incident","","","Boeing","737","SCHD","","0","0","2","",""
"DCA09WA072","8/10/09","Tokyo, Japan","Japan","","","HND","Tokyo International Airport","Non-Fatal","Substantial","","Boeing","737","SCHD","","0","0","153","",""
"DCA10WA009","7/17/09","Stansted, United Kingdom","United Kingdom","","","","","Incident","","","Boeing","737","SCHD","","0","1","2","",""
"ENG09WA021","6/12/09","Marrakesh Airport, Morocco","Morocco","","","","","Incident","","","Boeing","737","SCHD","","0","0","","",""
"DCA10WA008","5/2/09","Antalya, Turkey","Turkey","","","","","Incident","Minor","","Boeing","737","SCHD","","0","0","","",""
"DCA09WA046","4/27/09","Guadalajara, Mexico","Mexico","","","GDL","Guadalajara","Non-Fatal","Substantial","","Boeing","737","SCHD","","0","0","112","",""
"DCA09WA036","2/27/09","","United States","-6.333333","106.75","","","Incident","","","Boeing","737","SCHD","","0","0","131","",""
"DCA09WA023","1/12/09","East Anglia, United Kingdom","United Kingdom","","","","","Incident","","","Boeing","737","SCHD","","0","0","4","",""
"DCA09WA024","12/31/08","Luton Airport, United Kingdom","United Kingdom","","","EGGW","Luton Airport","Incident","","","Boeing","737","SCHD","","0","0","","",""
"ENG08WA045","10/28/08","Ngurah Rai Airport, Denpasar, Bali, Indonesia, Indonesia","Indonesia","","","","Ngurah Rai Airport Bali","Incident","Minor","","Boeing","737","SCHD","","0","0","","",""
"ENG08WA050","10/18/08","Belgrade, Serbia, Serbia","Serbia","","","LYBE","Nicola Tesla, Belgrade, Serbia","Incident","Minor","","Boeing","737","SCHD","","0","0","189","",""
"DCA09WA008","10/16/08","Maiquetia, Venezuela","Venezuela","","","SVMI","Maiquetia, Simon Bolivar","Non-Fatal","Substantial","","Boeing","737","SCHD","","0","0","55","IMC",""
"DCA08WA092","8/24/08","Bishkek, Kyrgyzstan","Kyrgyzstan","43.073611","74.363056","FRU","Manas Airport","Fatal(65)","Destroyed","","Boeing","737","SCHD","","65","0","","",""
"ENG08WA044","7/23/08","Syansudin Noor Airport, South Kalimantan, Indonesi, Indonesia","Indonesia","","","","Syamsudin Noor Airport","Incident","","","Boeing","737","SCHD","","0","0","","",""
"ENG08WA014","2/3/08","Nurnberg, Germany","Germany","","","EDDN","Nurnberg, Germany","Incident","","","Boeing","737","SCHD","","0","0","","",""
"DCA08WA004","9/23/07","Bournemouth, United Kingdom","United Kingdom","","","","","Incident","","","Boeing","737","SCHD","","0","0","0","",""
"OPS07IA007A","7/5/07","New York City, NY","United States","40.777223","-73.8725","LGA","LA GUARDIA","Incident","","","Boeing","737","SCHD","","0","0","58","VMC","LANDING"
"DCA06WA069","9/12/06","Auckland, New Zealand","New Zealand","","","","","Incident","","","Boeing","737","SCHD","","0","0","","",""
"ENG06WA010","2/13/06","Sao Paulo, Brazil","Brazil","","","SBGR","Sao Paulo Guarulhos Airport","Incident","","","Boeing","737","SCHD","","0","0","","",""
"DCA04WA047","5/19/04","Iquitos, Peru","Peru","","","","","Incident","","","Boeing","737","SCHD","","0","0","","",""
"NYC04CA003","10/4/03","Boston, MA","United States","42.364167","-71.005","BOS","Boston","Non-Fatal","Substantial","N972AN","Boeing","737","SCHD","","0","0","76","VMC","STANDING"
"MIA02WA065","2/11/02","Montevideo, Uruguay","Uruguay","","","","","Non-Fatal","Substantial","","Boeing","737","SCHD","","0","1","","",""
"DCA97WA029","2/15/97","Panama City, Panama","Panama","","","","","Incident","","","Boeing","737","SCHD","","0","0","63","",""
"DCA16WA084","1/30/16","London, United Kingdom","United Kingdom","","","","","Incident","","","Boeing","747","","","0","0","","","TAKEOFF"
"DCA15WA180","8/11/15","Frankfurt, Germany","Germany","","","","","Incident","","","Boeing","747","","","0","0","","","TAXI"
"DCA15WA196","7/27/15","New Delhi, India","India","","","","","Incident","Minor","","Boeing","747","","","0","0","2","","LANDING"
"ENG13WA035","7/31/13","","China","","","","","Incident","","","Boeing","747","SCHD","","0","0","3","",""
"ENG12WA027","7/9/12","London England, United Kingdom","United Kingdom","","","LHR","Heathrow","Incident","","","Boeing","747","SCHD","","0","0","","",""
"DCA12WA098","6/18/12","Jeddah, Saudi Arabia","Saudi Arabia","","","","","Incident","Minor","","Boeing","747","NSCH","","0","0","","","TAKEOFF"
"DCA12WA032","1/31/12","Tel Aviv, Israel","Israel","","","","","Non-Fatal","Substantial","","Boeing","747","SCHD","","0","0","2","",""
"DCA12WA029","1/17/12","London, United Kingdom","United Kingdom","","","","","Incident","","","Boeing","747","SCHD","","0","0","","",""
"DCA11RA087","7/27/11","Jeju Island, Korea, Republic Of","Korea, Republic Of","","","","","Fatal(2)","Destroyed","","Boeing","747","SCHD","","2","0","","","CLIMB"
"ENG11WA031","5/5/11","Lahore, Pakistan","Pakistan","","","LHE","Lahore International","Incident","","","Boeing","747","SCHD","","0","0","18","",""
"DCA11WA033","2/16/11","Madinah, Saudi Arabia","Saudi Arabia","","","OMEL","Mohammad Bin Abdulaziz Airport","Non-Fatal","Substantial","","Boeing","747","SCHD","","0","0","278","",""
"DCA11WA067","12/12/10","Medina, Saudi Arabia","Saudi Arabia","","","OEMA","Medina","Incident","Minor","","Boeing","747","SCHD","","0","0","23","","LANDING"
"ENG11WA005","11/28/10","Chubu, Japan, Japan","Japan","","","","","Incident","","N482EV","Boeing","747","SCHD","","0","0","3","",""
"ENG11WA004","11/26/10","Frankfurt Main (FRA), Germany","Germany","50.0225","8.539166","FRA","Frankfurt Main International","Incident","Minor","","Boeing","747","SCHD","","0","0","","",""
"DCA11WA031","11/9/10","Frankfurt, Germany","Germany","","","EDDF","Frankfurt","Incident","Minor","","Boeing","747","SCHD","","0","0","2","",""
"ENG11RA001","10/10/10","Seoul, Korea, Republic Of","Korea, Republic Of","","","ICN","Seoul International","Incident","Minor","","Boeing","747","SCHD","","0","0","","",""
"ENG10RA054","9/23/10","Frankfurt, Germany","Germany","","","","","Incident","Minor","N758SA","Boeing","747","NSCH","","0","0","","",""
"ENG10WA052","9/21/10","Hong Kong, China","China","","","HKG","Hong Kong Intl. Airport","Incident","Minor","","Boeing","747","SCHD","","0","0","4","",""
"DCA10WA093","9/2/10","Taipei, Taiwan","Taiwan","","","TPE","Tao Yuan International Airport","Incident","Minor","","Boeing","747","SCHD","","0","0","","",""
"ENG10WA048","7/30/10","","United States","37.616667","122.366667","","","Incident","Minor","","Boeing","747","SCHD","","0","0","","",""
"DCA10WA077","7/17/10","Cairo, Egypt","Egypt","30.288611","31.405556","","","Incident","Minor","","Boeing","747","NSCH","","0","0","","",""
"DCA10WA065","5/31/10","Heathrow Intl Apt, United Kingdom","United Kingdom","","","LHR","London Heathrow","Incident","Minor","","Boeing","747","SCHD","","0","0","","",""
"OPS10IA196B","5/21/10","Anchorage, AK","United States","","","PANC","Ted Stevens International Airp","Incident","","","Boeing","747","SCHD","","0","0","140","VMC","TAKEOFF"
"DCA10WA049","4/8/10","Paris, France","France","","","cdg","Charles De Gaulle Airport","Non-Fatal","Substantial","","Boeing","747","SCHD","","0","0","326","",""
"DCA10WA041","3/18/10","Paris, France","France","","","CDG","Roissy Charles de Gaulle","Incident","Minor","","Boeing","747","SCHD","","0","0","","",""
"DCA10WA036","3/4/10","Taipai, Taiwan","Taiwan","","","ANC","Anchorage Interantional Airpor","Non-Fatal","Substantial","","Boeing","747","SCHD","","0","0","3","",""
"ENG10RA014","2/3/10","Bangkok, Thailand, Thailand","Thailand","","","BKK","Suvarnabhumi International","Incident","Minor","","Boeing","747","SCHD","","0","0","","",""
"DCA10WA025","1/21/10","Luxembourg, Luxembourg","Luxembourg","","","LLX","Luxembourg-Findel Internationa","Non-Fatal","Minor","","Boeing","747","NSCH","","0","0","3","",""
"ENG10WA009","12/17/09","Changi Airport, Singapore","Singapore","","","","","Incident","Minor","","Boeing","747","SCHD","","0","0","","",""
"DCA09WA029","2/20/09","Tokyo, Japan","Japan","","","NRT","Narita International Airport","Non-Fatal","","N676NW","Boeing","747","SCHD","","0","1","380","",""
"DCA09WA015","10/27/08","Brussels, Belgium","Belgium","","","EBBR","Brussels International Airport","Incident","Substantial","","Boeing","747","NSCH","","0","0","6","",""
"DCA09WA003","10/2/08","Bangkok, Thailand","Thailand","","102.871945","","Bangkok International Airport","Non-Fatal","","","Boeing","747","SCHD","","0","1","151","",""
"ENG07WA020","3/21/07","Shanghai, China","China","","","PVG","Pu Dong Airport, Shanghai, CN","Incident","","","Boeing","747","SCHD","","0","0","","",""
"ENG07WA025","2/10/07","Seoul, Korea, Republic Of","Korea, Republic Of","","","","","Incident","","","Boeing","747","SCHD","","0","0","","",""
"OPS06IA008B","7/23/06","Chicago, IL","United States","41.978611","-87.903333","ORD","CHICAGO O'HARE INTL","Incident","","","Boeing","747","SCHD","","0","0","131","VMC","LANDING"
"ENG06WA009","2/1/06","Istanbul, Turkey","Turkey","","","IST","Istanbul, Turkey","Incident","Minor","","Boeing","747","SCHD","","0","0","","",""
